brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,engine_liters,cylinders,turbo,horsepower
MINI,Convertible Cooper,2022,15544.0,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,28000.0,5.0,3.0,False,134
Mazda,CX-9 Signature,2019,69771.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,27500.0,2.0,4.0,False,227
Acura,TLX Tech,2023,2118.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,41998.0,3.0,-1.0,True,-1
Ford,F-150 Raptor,2021,28260.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,72950.0,2.5,6.0,False,450
Honda,Civic Si Base,2020,6025.0,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,27500.0,2.0,4.0,False,205
Hyundai,Elantra SE,2018,32697.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,15900.0,2.0,4.0,False,147
Ford,Excursion Limited,2001,239000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,8000.0,3.7,10.0,False,310
Jaguar,F-TYPE S British Design Edition,2017,34150.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,45999.0,6.0,6.0,False,380
Honda,Ridgeline RTL-E,2022,9642.0,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,38999.0,2.0,6.0,False,-1
Pontiac,G6 GTP,2006,100545.0,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,5995.0,3.0,6.0,False,201
Mercedes-Benz,C-Class C300 4MATIC,2021,11111.0,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,38998.0,2.5,-1.0,True,-1
Toyota,FJ Cruiser Base,2007,162000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,23977.0,2.5,6.0,False,239
Buick,Enclave Premium,2020,87555.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,31650.0,4.8,6.0,False,-1
Chevrolet,Tahoe LTZ,2015,102200.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,25000.0,2.9,8.0,False,355
Bentley,Continental GTC V8,2013,18950.0,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,77999.0,4.0,8.0,False,500
Mercedes-Benz,SLK-Class SLK 350,2015,16000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,30500.0,5.2,6.0,False,302
Cadillac,Escalade Premium Luxury,2022,19250.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,86999.0,3.5,8.0,False,420
BMW,535 i xDrive,2015,65000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,24995.0,3.5,6.0,False,300
MINI,Cooper S Base,2007,110022.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,6250.0,2.0,4.0,False,172
Bentley,Continental GT Base,2012,79089.0,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,46999.0,4.0,12.0,False,567
Lexus,GX 460 Premium,2023,2533.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,64900.0,4.0,8.0,False,301
Audi,Q7 3.0T Premium Plus,2014,96273.0,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,15495.0,4.2,6.0,False,280
Cadillac,CT6 Luxury,2020,22187.0,Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,45480.0,4.0,6.0,False,-1
GMC,Sierra 1500 SL Crew Cab,2009,137000.0,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,20000.0,4.4,8.0,False,295
Nissan,GT-R Premium,2009,60747.0,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,71999.0,1.3,6.0,False,480
Dodge,Ram 1500 ST,2007,36500.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,16000.0,6.8,6.0,False,210
Ford,Bronco Outer Banks,2021,19590.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,54999.0,3.0,6.0,False,315
Nissan,GT-R Black Edition,2015,16850.0,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,95000.0,3.5,6.0,False,545
Cadillac,Escalade ESV Sport,2021,4500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,105000.0,1.5,8.0,False,420
Chevrolet,Cruze LT,2012,194000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,4900.0,3.0,4.0,False,138
Lexus,GX 460 Base,2020,48210.0,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,47449.0,5.0,8.0,False,-1
BMW,750 i,2018,81500.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,41250.0,3.0,8.0,False,445
Ford,F-150 XLT,2021,77107.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,39995.0,3.8,6.0,True,-1
BMW,535 i xDrive,2015,58664.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,20950.0,3.6,6.0,False,300
Mitsubishi,Montero Limited,2004,145000.0,Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,8950.0,6.0,6.0,False,215
Lexus,LS 500 F Sport,2018,15055.0,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,59000.0,3.0,6.0,False,416
Lexus,LC 500 Base,2021,915.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,159000.0,5.0,8.0,False,471
Mazda,MX-5 Miata Shinsen,2003,46873.0,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,11500.0,4.0,4.0,False,142
Cadillac,Escalade ESV Premium Luxury,2021,53169.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,81500.0,3.5,8.0,False,420
Lexus,GX 460 Premium,2022,35700.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,51900.0,3.0,8.0,False,301
Nissan,Pathfinder Platinum,2014,112600.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,13000.0,3.5,6.0,False,260
GMC,Yukon SLE,2015,112552.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,24440.0,2.0,8.0,False,-1
BMW,M3 Base,2003,127273.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,15000.0,3.0,6.0,False,333
Lexus,IS 250 Base,2007,189887.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,3995.0,3.0,6.0,False,204
BMW,640 i,2012,76465.0,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,22500.0,3.6,6.0,False,315
Mitsubishi,Eclipse Spyder GT,2007,136400.0,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,6750.0,4.7,6.0,False,260
Ford,Thunderbird Deluxe,2004,79635.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,13500.0,6.3,8.0,False,280
Buick,Enclave 1XL,2011,170000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,4000.0,6.2,6.0,False,288
Ford,F-150 XLT,2018,67650.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,30000.0,2.3,6.0,False,375
Lexus,ES 350 Base,2016,119850.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,19000.0,3.5,6.0,False,268
Acura,TL Type S,2008,116500.0,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,15999.0,3.6,6.0,False,286
Mercury,Capri XR2,1993,120644.0,,,5-Speed M/T,Green,Gray,None reported,4200.0,5.2,-1.0,False,-1
Ford,Transit Connect XLT,2010,169802.0,Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Frozen White,Dark Gray,None reported,9985.0,4.4,-1.0,False,-1
BMW,X3 M40i,2021,36905.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,50000.0,2.0,6.0,False,382
Jeep,Gladiator Willys,2022,8400.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,47000.0,4.6,6.0,False,285
Hummer,H2 Base,2003,149961.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,12500.0,3.6,8.0,False,316
Mercedes-Benz,C-Class C 63 AMG,2014,84500.0,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,41500.0,5.3,8.0,False,451
Lamborghini,Aventador LP700-4,2016,3254.0,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed Automatic with Auto-Shift,Bianco Isis,Giallo Taurus / Nero Ade,None reported,399900.0,6.2,12.0,False,-1
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,65000.0,3.0,8.0,False,416
Nissan,GT-R Premium,2009,88000.0,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,57000.0,3.5,6.0,False,480
Audi,R8 4.2 quattro Spyder,2011,35322.0,Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,94900.0,2.0,8.0,False,-1
Acura,TLX A-Spec,2020,32500.0,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,32000.0,4.0,4.0,False,206
Audi,A6 3.0T Premium Plus,2016,71280.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,22000.0,3.6,6.0,False,333
Porsche,Panamera 2,2011,37200.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,27500.0,5.7,6.0,False,300
Saturn,Sky Red Line,2008,94291.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,14500.0,4.0,4.0,False,260
Maserati,Coupe Cambiocorsa,2006,54082.0,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,17000.0,1.8,8.0,False,390
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800.0,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,66000.0,3.8,4.0,False,455
Jeep,Wrangler Sport,2016,86250.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,22000.0,2.0,6.0,False,285
BMW,X5 xDrive50i,2016,75479.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,27899.0,2.4,8.0,False,445
BMW,750 i,2017,24650.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,50000.0,3.0,8.0,False,445
Volkswagen,Golf R 4-Door,2013,102750.0,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,20000.0,6.4,4.0,False,256
Alfa,Romeo Stelvio Base,2018,50000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,27500.0,5.7,4.0,False,280
BMW,X5 xDrive35i,2017,72700.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,27499.0,2.4,6.0,False,300
BMW,X6 M Base,2018,54293.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,49000.0,4.0,8.0,False,567
Lexus,IS 300 Base,2018,16000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,30500.0,2.0,6.0,False,260
Lamborghini,Gallardo SE,2006,19500.0,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,129000.0,3.4,10.0,False,493
BMW,428 i,2014,71000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,16700.0,5.7,4.0,False,240
BMW,X5 xDrive40i,2019,60000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,36500.0,1.6,6.0,False,335
Porsche,Boxster Base,1998,75539.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,11995.0,5.7,6.0,False,201
Alfa,Romeo Giulia Base,2017,36000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,21000.0,6.2,4.0,False,280
Mercedes-Benz,C-Class C 300,2019,76422.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,28998.0,6.2,-1.0,True,-1
Nissan,370Z NISMO Tech,2016,42600.0,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,31950.0,5.0,6.0,False,350
Chevrolet,Suburban LT,2017,98888.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,29000.0,3.0,8.0,False,-1
Ford,Fusion Hybrid SE,2019,64532.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,19395.0,3.8,4.0,False,188
BMW,X3 xDrive35i,2011,75500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,12975.0,2.5,6.0,False,300
Buick,Envision Preferred,2019,32000.0,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,27000.0,2.4,4.0,False,197
Buick,Envision Essence,2019,47839.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,24991.0,3.2,-1.0,False,-1
Porsche,Cayenne GTS,2013,98413.0,Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,At least 1 accident or damage reported,34900.0,3.6,8.0,False,420
Audi,RS 5 2.9T,2022,9628.0,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,78500.0,3.4,6.0,False,444
Jaguar,XK8 Base,1999,15000.0,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,16370.0,3.6,8.0,False,290
Audi,R8 5.2 V10,2021,6397.0,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,172900.0,3.5,10.0,False,-1
Honda,Pilot Black Edition,2022,22564.0,Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,44998.0,6.6,-1.0,False,-1
Lexus,RX 350 Crafted Line F Sport,2015,110000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,28000.0,1.6,6.0,False,270
Mercedes-Benz,Sprinter 3500 High Roof,2022,105.0,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,200000.0,3.6,4.0,False,161
Toyota,4Runner Limited,2004,186117.0,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,13000.0,6.0,6.0,False,245
Jeep,Wrangler Sport,2002,103500.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Yellow,Gray,None reported,12500.0,4.6,6.0,False,190
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074.0,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,76700.0,3.0,8.0,True,-1
BMW,M3 Base,2011,43000.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,50900.0,2.0,8.0,False,414
BMW,750 i,2015,70700.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,23000.0,2.0,8.0,False,445
Chevrolet,Trailblazer RS,2022,42479.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,28495.0,2.0,-1.0,True,-1
Ford,Excursion XLT 4WD,2000,205000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,9950.0,4.7,10.0,False,310
Audi,SQ5 3.0T Premium Plus,2019,22300.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,38999.0,5.0,6.0,False,349
Ford,Expedition EL Limited,2017,104000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,19995.0,5.6,6.0,False,365
Ford,Bronco Sport Base,2022,13865.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,29182.0,6.7,-1.0,True,-1
BMW,M4 Competition xDrive,2022,15882.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,84995.0,4.0,6.0,False,503
Land,Rover Defender,2022,12209.0,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,Black,None reported,104900.0,6.2,8.0,False,-1
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10483.0,Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,60998.0,3.0,-1.0,True,-1
Nissan,GT-R Premium,2017,31150.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,113000.0,1.4,6.0,False,565
Chrysler,200 C,2015,44000.0,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,12700.0,6.1,6.0,False,295
Hummer,H2 Base,2003,109000.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,17500.0,2.1,8.0,False,316
BMW,M4 Base,2020,31350.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,62450.0,6.7,6.0,False,425
Audi,Q8 55 Premium Plus,2021,30000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,62000.0,5.3,6.0,False,335
Land,Rover Range Rover HSE,2012,66500.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,19950.0,3.0,8.0,False,385
Nissan,Frontier SV,2012,96600.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,At least 1 accident or damage reported,17000.0,2.0,6.0,False,261
Toyota,Highlander LE Plus,2015,198000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,14000.0,3.7,6.0,False,270
Audi,S4 3.0T Premium Plus,2013,91877.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,24000.0,3.0,6.0,False,333
Ford,Expedition Max Limited,2018,45578.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,45023.0,3.0,6.0,False,375
BMW,228 i,2015,54000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,19996.0,-1.0,4.0,False,240
Land,Rover Range Rover Sport HST MHEV,2020,52000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,55000.0,2.5,6.0,False,395
Mercedes-Benz,E-Class AMG E 53,2020,23044.0,Hybrid,3.0 Liter Turbo,Automatic,Emerald Green Metallic,Black/Saddle Brown,None reported,72598.0,2.5,-1.0,True,-1
Porsche,911 Carrera,2008,132500.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,35000.0,2.4,6.0,False,325
Dodge,Dakota SLT Quad Cab,2006,256000.0,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,4000.0,4.0,8.0,False,-1
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370.0,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,65700.0,2.0,8.0,False,518
Chrysler,Sebring LX,2008,67303.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,4900.0,4.0,4.0,False,173
Chevrolet,Corvette Stingray w/3LT,2021,12000.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,99900.0,4.0,8.0,False,490
Ford,Bronco Outer Banks,2023,16500.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,54000.0,1.8,4.0,False,275
Toyota,Tacoma TRD Pro,2018,28800.0,Gasoline,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont","Manual, 6-Spd",–,Black,None reported,42900.0,3.6,-1.0,False,-1
RAM,ProMaster 2500 High Roof,2019,88000.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,39900.0,3.5,6.0,False,280
Ford,Shelby GT350 Base,2018,18515.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,60867.0,4.0,8.0,False,526
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,172000.0,5.7,8.0,False,523
Volvo,XC60 T6 Inscription,2019,58600.0,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,29000.0,3.0,4.0,False,330
Lexus,LS 460 Crafted Line,2015,74500.0,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,33900.0,5.7,8.0,False,386
Cadillac,XT6 Premium Luxury AWD,2023,222.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,69000.0,4.8,6.0,False,310
Chevrolet,Avalanche 1500 LTZ,2007,75124.0,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,16499.0,2.5,8.0,False,310
Chevrolet,Corvette Grand Sport,2013,15500.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,None reported,45000.0,3.6,8.0,False,430
Audi,Q8 55 Premium,2020,34300.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,52500.0,3.7,6.0,False,335
Honda,Odyssey Elite,2019,82000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,32471.0,4.0,6.0,False,280
Acura,TLX,2023,3389.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,None reported,38598.0,5.3,-1.0,True,-1
Porsche,Cayenne GTS Coupe AWD,2023,10000.0,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,145000.0,6.3,8.0,False,453
